,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country
375,21536,LIFE APEX,Real Sample,LIFE APEX 29 Harbour Porpoise liver from UK 04,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Aberdeen,UK,57.196258,-1.669999,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
376,21537,LIFE APEX,Real Sample,LIFE APEX 27 Harbour Porpoise liver from UK 03,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Edinburgh,UK,56.149104,-2.539179,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
377,21538,LIFE APEX,Real Sample,LIFE APEX 27 Harbour Porpoise liver from UK 03,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Edinburgh,UK,56.149104,-2.539179,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
378,21539,LIFE APEX,Real Sample,LIFE APEX 27 Harbour Porpoise liver from UK 02,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Kingston upon Hull,UK,53.248961,0.58746,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
379,21540,LIFE APEX,Real Sample,LIFE APEX 27 Harbour Porpoise liver from UK 02,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Kingston upon Hull,UK,53.248961,0.58746,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
380,21541,LIFE APEX,Real Sample,LIFE APEX 26 Harbour Porpoise liver from UK 01,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Kingston upon Hull,UK,54.474762,0.765404,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
381,21542,LIFE APEX,Real Sample,LIFE APEX 26 Harbour Porpoise liver from UK 01,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Kingston upon Hull,UK,54.474762,0.765404,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK
382,21543,LIFE APEX,Real Sample,LIFE APEX 25 Otter liver from North Wales,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Liverpool,UK,52.746127,-3.96748,1,Dry weight,Otter,,,North Wales,,River,,North Wales,,Other (22510),Liver,,,UK
383,21544,LIFE APEX,Real Sample,LIFE APEX 25 Otter liver from North Wales,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Liverpool,UK,52.746127,-3.96748,1,Dry weight,Otter,,,North Wales,,River,,North Wales,,Other (22510),Liver,,,UK
384,21545,LIFE APEX,Real Sample,LIFE APEX 24 Otter liver from East Anglia,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Norwich,UK,52.604666,1.390054,1,Dry weight,Otter,,,East Anglia,,River,,East Anglia,,Other (22510),Liver,,,UK
385,21546,LIFE APEX,Real Sample,LIFE APEX 24 Otter liver from East Anglia,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Norwich,UK,52.604666,1.390054,1,Dry weight,Otter,,,East Anglia,,River,,East Anglia,,Other (22510),Liver,,,UK
386,21547,LIFE APEX,Real Sample,LIFE APEX 23 Otter liver from South Wales-Somerset-Hertfordshire,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bath,UK,51.334841,-2.616951,1,Dry weight,Otter,,,South Wales-Somerset-Hertfordshire,,Coastal region,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK
387,21548,LIFE APEX,Real Sample,LIFE APEX 23 Otter liver from South Wales-Somerset-Hertfordshire,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Bath,UK,51.334841,-2.616951,1,Dry weight,Otter,,,South Wales-Somerset-Hertfordshire,,Coastal region,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK
388,21549,LIFE APEX,Real Sample,LIFE APEX 22 Otter liver from North East UK,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Newcastle upon Tyne,UK,55.016114,-1.396547,1,Dry weight,Otter,,,North East UK,,Coastal region,,North East UK,,Other (22510),Liver,,,UK
389,21550,LIFE APEX,Real Sample,LIFE APEX 22 Otter liver from North East UK,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Newcastle upon Tyne,UK,55.016114,-1.396547,1,Dry weight,Otter,,,North East UK,,Coastal region,,North East UK,,Other (22510),Liver,,,UK
390,21551,LIFE APEX,Real Sample,LIFE APEX 21 Otter liver from Solent and South Downs,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Portsmouth,UK,50.829329,-1.120705,1,Dry weight,Otter,,,Solent and South Downs,,Coastal region,,Solent and South Downs,,Other (22510),Liver,,,UK
391,21552,LIFE APEX,Real Sample,LIFE APEX 21 Otter liver from Solent and South Downs,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Portsmouth,UK,50.829329,-1.120705,1,Dry weight,Otter,,,Solent and South Downs,,Coastal region,,Solent and South Downs,,Other (22510),Liver,,,UK
392,21553,LIFE APEX,Real Sample,LIFE APEX 20 Roach muscle from River Welland (Stamford Meadows),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Northampton,UK,52.65425,-0.461188,1,Dry weight,Roach,,,Welland River Basin,,River,,Welland River Basin,,Fish (22486),Muscle,,,UK
393,21554,LIFE APEX,Real Sample,LIFE APEX 20 Roach muscle from River Welland (Stamford Meadows),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Northampton,UK,52.65425,-0.461188,1,Dry weight,Roach,,,Welland River Basin,,River,,Welland River Basin,,Fish (22486),Muscle,,,UK
394,21555,LIFE APEX,Real Sample,LIFE APEX 19 Roach muscle from River Thames (Standford-Abington),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Northampton,UK,52.233289,-0.858002,1,Dry weight,Roach,,,Thames River Basin,,River,,Thames River Basin,,Fish (22486),Muscle,,,UK
395,21556,LIFE APEX,Real Sample,LIFE APEX 19 Roach muscle from River Thames (Standford-Abington),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Northampton,UK,52.233289,-0.858002,1,Dry weight,Roach,,,Thames River Basin,,River,,Thames River Basin,,Fish (22486),Muscle,,,UK
396,21557,LIFE APEX,Real Sample,LIFE APEX 18 Roach muscle from River Anker (Stationfields),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Tamworth,UK,52.63664,-1.682843,1,Dry weight,Roach,,,Anker River Basin,,River,,Anker River Basin,,Fish (22486),Muscle,,,UK
397,21558,LIFE APEX,Real Sample,LIFE APEX 18 Roach muscle from River Anker (Stationfields),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Tamworth,UK,52.63664,-1.682843,1,Dry weight,Roach,,,Anker River Basin,,River,,Anker River Basin,,Fish (22486),Muscle,,,UK
398,21559,LIFE APEX,Real Sample,LIFE APEX 17 Roach muscle from River Lea (Wheathampstead),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Luton,UK,51.813566,-0.292979,1,Dry weight,Roach,,,Lea River Basin,,River,,Lea River Basin,,Fish (22486),Muscle,,,UK
399,21560,LIFE APEX,Real Sample,LIFE APEX 17 Roach muscle from River Lea (Wheathampstead),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Luton,UK,51.813566,-0.292979,1,Dry weight,Roach,,,Lea River Basin,,River,,Lea River Basin,,Fish (22486),Muscle,,,UK
400,21561,LIFE APEX,Real Sample,LIFE APEX 16 Roach muscle from River Thames (Shepperton-Sunbury),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.386399,-0.451476,1,Dry weight,Roach,,,Thames River Basin,,River,,Thames River Basin,,Fish (22486),Muscle,,,Canada
401,21562,LIFE APEX,Real Sample,LIFE APEX 16 Roach muscle from River Thames (Shepperton-Sunbury),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.386399,-0.451476,1,Dry weight,Roach,,,Thames River Basin,,River,,Thames River Basin,,Fish (22486),Muscle,,,Canada
402,21563,LIFE APEX,Real Sample,LIFE APEX 15 Buzzard liver from South Wales-Somerset-Hertfordshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Oxford,UK,51.76,-1.26,1,Dry weight,Buzzard,,,South Wales-Somerset-Hertfordshire,,Terrestrial environment,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK
403,21564,LIFE APEX,Real Sample,LIFE APEX 15 Buzzard liver from South Wales-Somerset-Hertfordshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Oxford,UK,51.76,-1.26,1,Dry weight,Buzzard,,,South Wales-Somerset-Hertfordshire,,Terrestrial environment,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK
404,21565,LIFE APEX,Real Sample,LIFE APEX 14 Buzzard liver from Sussex-Hampshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Farnborough,UK,50.943334,-0.924196,1,Dry weight,Buzzard,,,Sussex/Hampshire,,Terrestrial environment,,Sussex/Hampshire,,Other (22510),Liver,,,UK
405,21566,LIFE APEX,Real Sample,LIFE APEX 14 Buzzard liver from Sussex-Hampshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Farnborough,UK,50.943334,-0.924196,1,Dry weight,Buzzard,,,Sussex/Hampshire,,Terrestrial environment,,Sussex/Hampshire,,Other (22510),Liver,,,UK
406,21567,LIFE APEX,Real Sample,LIFE APEX 13 Buzzard liver from East Anglia,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Norwich,UK,52.631445,1.302006,1,Dry weight,Buzzard,,,East Anglia,,Terrestrial environment,,East Anglia,,Other (22510),Liver,,,UK
407,21568,LIFE APEX,Real Sample,LIFE APEX 13 Buzzard liver from East Anglia,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Norwich,UK,52.631445,1.302006,1,Dry weight,Buzzard,,,East Anglia,,Terrestrial environment,,East Anglia,,Other (22510),Liver,,,UK
408,21569,LIFE APEX,Real Sample,LIFE APEX 12 Buzzard liver from South Lincolnshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Lincoln,UK,53.229319,-0.293403,1,Dry weight,Buzzard,,,South Lincolnshire,,Terrestrial environment,,South Lincolnshire,,Other (22510),Liver,,,UK
409,21570,LIFE APEX,Real Sample,LIFE APEX 12 Buzzard liver from South Lincolnshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Lincoln,UK,53.229319,-0.293403,1,Dry weight,Buzzard,,,South Lincolnshire,,Terrestrial environment,,South Lincolnshire,,Other (22510),Liver,,,UK
410,21571,LIFE APEX,Real Sample,LIFE APEX 11 Buzzard liver from the Wash,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Peterborough,UK,52.91546,0.248173,1,Dry weight,Buzzard,,,Wash,,Terrestrial environment,,Wash,,Other (22510),Liver,,,Canada
411,21572,LIFE APEX,Real Sample,LIFE APEX 11 Buzzard liver from the Wash,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Peterborough,UK,52.91546,0.248173,1,Dry weight,Buzzard,,,Wash,,Terrestrial environment,,Wash,,Other (22510),Liver,,,Canada
412,21573,LIFE APEX,Blank Sample,Procedural Blank for LIFE APEX Tier 1 Batch 2,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.52,-0.1,1,Dry weight,,,,,,River,,,,Other (22510),Other,,,Canada
413,21574,LIFE APEX,Blank Sample,Procedural Blank for LIFE APEX Tier 1 Batch 2,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.52,-0.1,1,Dry weight,,,,,,River,,,,Other (22510),Other,,,Canada
414,21575,LIFE APEX,Real Sample,LIFE APEX 10 Eelpout muscle from North Sea Meldorfer Bucht,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Cuxhaven,Germany,53.87,8.69,1,Dry weight,Eelpout,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,,,Germany
415,21576,LIFE APEX,Real Sample,LIFE APEX 10 Eelpout muscle from North Sea Meldorfer Bucht,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,53.87,8.69,1,Dry weight,Eelpout,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,,,Germany
416,21577,LIFE APEX,Real Sample,LIFE APEX 09 Eelpout muscle from Baltic Sea Darsser Ort,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Ribnitz-Damgarten,Germany,54.24,12.43,1,Dry weight,Eelpout,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,,,Germany
417,21578,LIFE APEX,Real Sample,LIFE APEX 09 Eelpout muscle from Baltic Sea Darsser Ort,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Ribnitz-Damgarten,Germany,54.24,12.43,1,Dry weight,Eelpout,,,Baltic Sea,,Coastal region,,Baltic Sea,,Fish (22486),Muscle,,,Germany
418,21579,LIFE APEX,Real Sample,LIFE APEX 08 Eelpout muscle from North Sea Varel Mellum,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Wilhelmshaven,Germany,53.54,8.11,1,Dry weight,Eelpout,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,,,Germany
419,21580,LIFE APEX,Real Sample,LIFE APEX 08 Eelpout muscle from North Sea Varel Mellum,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Wilhelmshaven,Germany,53.54,8.11,1,Dry weight,Eelpout,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscle,,,Germany
420,21581,LIFE APEX,Real Sample,LIFE APEX 07 Herring gull eggs from North Sea Trischen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Cuxhaven,Germany,53.87,8.69,1,Dry weight,Herring gull,,,North sea,,River,,North sea,,Other (22510),Other,,,Germany
421,21582,LIFE APEX,Real Sample,LIFE APEX 07 Herring gull eggs from North Sea Trischen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,53.87,8.69,1,Dry weight,Herring gull,,,North sea,,River,,North sea,,Other (22510),Other,,,Germany
422,21583,LIFE APEX,Real Sample,LIFE APEX 06 Herring gull eggs from North Sea Mellum,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Wilhelmshaven,Germany,53.54,8.11,1,Dry weight,Herring gull,,,North sea,,River,,North sea,,Other (22510),Other,,,Germany
423,21584,LIFE APEX,Real Sample,LIFE APEX 06 Herring gull eggs from North Sea Mellum,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Wilhelmshaven,Germany,53.54,8.11,1,Dry weight,Herring gull,,,North sea,,River,,North sea,,Other (22510),Other,,,Germany
424,21585,LIFE APEX,Real Sample,LIFE APEX 05 Bream muscle from Saar Gudingen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Saarbrucken,Germany,49.25,6.97,1,Dry weight,Bream,,,Rhine river basin,,River,,Rhine river basin,,Fish (22486),Muscle,,,Germany
425,21586,LIFE APEX,Real Sample,LIFE APEX 05 Bream muscle from Saar Gudingen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Saarbrucken,Germany,49.25,6.97,1,Dry weight,Bream,,,Rhine river basin,,River,,Rhine river basin,,Fish (22486),Muscle,,,Germany
426,21587,LIFE APEX,Real Sample,LIFE APEX 04 Bream muscle from Belauer See,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Neumunster,Germany,54.07,9.98,1,Dry weight,Bream,,,Belauer See,,Lake,,Belauer See,,Fish (22486),Muscle,,,Germany
427,21588,LIFE APEX,Real Sample,LIFE APEX 04 Bream muscle from Belauer See,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Neumunster,Germany,54.07,9.98,1,Dry weight,Bream,,,Belauer See,,Lake,,Belauer See,,Fish (22486),Muscle,,,Germany
428,21589,LIFE APEX,Real Sample,LIFE APEX 03 Bream muscle from Rhine Bimmen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Emmerich,Germany,51.85,6.24,1,Dry weight,Bream,,,Rhine river basin,,River,,Rhine river basin,,Fish (22486),Muscle,,,Germany
429,21590,LIFE APEX,Real Sample,LIFE APEX 03 Bream muscle from Rhine Bimmen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Emmerich,Germany,51.85,6.24,1,Dry weight,Bream,,,Rhine river basin,,River,,Rhine river basin,,Fish (22486),Muscle,,,Germany
430,21591,LIFE APEX,Real Sample,LIFE APEX 02 Bream muscle from Elbe,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Wittenberge,Germany,53.01,11.75,1,Dry weight,Bream,,,Elbe river basin,,Coastal region,,Elbe river basin,,Fish (22486),Muscle,,,Germany
431,21592,LIFE APEX,Real Sample,LIFE APEX 02 Bream muscle from Elbe,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Wittenberge,Germany,53.01,11.75,1,Dry weight,Bream,,,Elbe river basin,,Coastal region,,Elbe river basin,,Fish (22486),Muscle,,,Germany
432,21593,LIFE APEX,Real Sample,LIFE APEX 01 Bream muscle from Danube Jochenstein,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Dessau,Germany,51.83,12.22,1,Dry weight,Bream,,,Danube river basin,,Coastal region,,Danube river basin,,Fish (22486),Muscle,,,Germany
433,21594,LIFE APEX,Real Sample,LIFE APEX 01 Bream muscle from Danube Jochenstein,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Dessau,Germany,51.83,12.22,1,Dry weight,Bream,,,Danube river basin,,Coastal region,,Danube river basin,,Fish (22486),Muscle,,,Germany
434,21595,LIFE APEX,Blank Sample,Procedural Blank for LIFE APEX Tier 1 Batch 1,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Berlin,Germany,52.52,13.38,0,Other,,,,,,Coastal region,,,,Other (22510),Other,,,Germany
435,21596,LIFE APEX,Blank Sample,Procedural Blank for LIFE APEX Tier 1 Batch 1,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Berlin,Germany,52.52,13.38,0,Other,,,,,,Coastal region,,,,Other (22510),Other,,,Germany
